Student_ID,First_Name,Last_Name,Email,Major,Title,Number_of_Skills,Salary,Salary_Range,GPA,GPA_Range,Graduated,Skills_Tokenized
702131139,Miguel,Morgan,Miguel.Morgan000@mymdc.net,Applied Artificial Intelligence,Machine Learning Engineer,25,30000,High,3.51,High,FALSE,"['Curiosity', 'Machine Learning Algorithms', 'ETL Processes', 'AI Ethics and Governance', 'DevOps', 'Robotics', 'Programming', 'Data Preprocessing', 'Edge Computing', 'API Development', 'Communication', 'Project Management', 'Leadership', 'Market Analysis', 'Computer Vision', 'Cloud Computing', 'Business Acumen', 'Data Visualization', 'Data-Driven Decision Making', 'Programming Languages', 'Data Engineering', 'Adaptability', 'Problem-Solving', 'Collaboration', 'Critical Thinking']"
892995663,John,Jackson,John.Jackson000@mymdc.net,Data Analytics,Data Analyst,9,30000,High,2.15,Very Low,FALSE,"['Communication', 'Data Engineering', 'DevOps', 'Data-Driven Decision Making', 'AI Ethics and Governance', 'Critical Thinking', 'Programming', 'Programming Languages', 'Ethical Considerations']"
674756130,Brenda,Young,Brenda.Young000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,10,30000,High,3.88,High,FALSE,"['Data-Driven Decision Making', 'Algorithm Development', 'Attention to Detail', 'Natural Language Processing (NLP)', 'AI Ethics and Governance', 'Market Analysis', 'Curiosity', 'Programming', 'Cloud Computing', 'Ethical Considerations']"
732715041,Anthony,Johnson,Anthony.Johnson000@mymdc.net,Data Analytics,Business Intelligence Analyst,30,78086,Medium,2.68,Low,TRUE,"['Data Engineering', 'DevOps', 'Curiosity', 'Attention to Detail', 'AI Frameworks and Libraries', 'Data-Driven Decision Making', 'Robotics', 'Ethical Considerations', 'API Development', 'Software Engineering Principles', 'IoT Integration', 'Data Analysis', 'Programming', 'Algorithm Development', 'Programming Languages', 'Natural Language Processing (NLP)', 'Communication', 'Machine Learning Algorithms', 'Cloud Computing', 'Edge Computing', 'Model Training and Evaluation', 'AI Ethics and Governance', 'Problem-Solving', 'Data Preprocessing', 'Critical Thinking', 'Adaptability', 'Deep Learning', 'Market Analysis', 'Data Visualization', 'Presentation Skills']"
774626872,Natalie,Wright,Natalie.Wright000@mymdc.net,Data Analytics,Business Intelligence Analyst,4,71367,Medium,2.72,Low,TRUE,"['Software Engineering Principles', 'DevOps', 'ETL Processes', 'Machine Learning Algorithms']"
823473232,Melanie,Cortez,Melanie.Cortez000@mymdc.net,Applied Artificial Intelligence,Machine Learning Engineer,33,30000,High,2.59,Low,FALSE,"['Adaptability', 'Machine Learning Algorithms', 'Creativity', 'Model Training and Evaluation', 'Algorithm Development', 'Edge Computing', 'Big Data Technologies', 'Database Management', 'Programming', 'Attention to Detail', 'Data-Driven Decision Making', 'Data Engineering', 'API Development', 'Deep Learning', 'Programming Languages', 'Data Preprocessing', 'Leadership', 'Business Acumen', 'Communication', 'Curiosity', 'IoT Integration', 'Presentation Skills', 'Project Management', 'ETL Processes', 'Cloud Computing', 'AI Frameworks and Libraries', 'DevOps', 'Collaboration', 'Computer Vision', 'Natural Language Processing (NLP)', 'Ethical Considerations', 'Data Analysis', 'Data Visualization']"
169796429,Brittany,Allen,Brittany.Allen000@mymdc.net,Applied Artificial Intelligence,AI Engineer,32,30000,High,3.71,High,FALSE,"['Curiosity', 'Creativity', 'Data Engineering', 'Data Preprocessing', 'Programming Languages', 'Big Data Technologies', 'Robotics', 'DevOps', 'API Development', 'Communication', 'Data Analysis', 'Edge Computing', 'ETL Processes', 'Machine Learning Algorithms', 'Leadership', 'IoT Integration', 'Attention to Detail', 'AI Frameworks and Libraries', 'Problem-Solving', 'Model Training and Evaluation', 'Data-Driven Decision Making', 'AI Ethics and Governance', 'Deep Learning', 'Market Analysis', 'Project Management', 'Adaptability', 'Business Acumen', 'Programming', 'Data Visualization', 'Database Management', 'Presentation Skills', 'Ethical Considerations']"
391821914,Holly,Hill,Holly.Hill000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,21,30000,High,3.01,Medium,FALSE,"['Model Training and Evaluation', 'Data Visualization', 'Big Data Technologies', 'Algorithm Development', 'Software Engineering Principles', 'Communication', 'Problem-Solving', 'AI Frameworks and Libraries', 'Robotics', 'Presentation Skills', 'Cloud Computing', 'API Development', 'Data Preprocessing', 'Collaboration', 'Ethical Considerations', 'Leadership', 'Curiosity', 'Natural Language Processing (NLP)', 'Data-Driven Decision Making', 'Programming Languages', 'Creativity']"
159347032,Christopher,Morris,Christopher.Morris000@mymdc.net,Applied Artificial Intelligence,AI Engineer,13,30000,High,2.38,Very Low,FALSE,"['Big Data Technologies', 'Data Engineering', 'Leadership', 'Data Analysis', 'Communication', 'Programming Languages', 'Cloud Computing', 'Curiosity', 'Natural Language Processing (NLP)', 'Presentation Skills', 'Database Management', 'Market Analysis', 'Computer Vision']"
780326181,Traci,Schmitt,Traci.Schmitt000@mymdc.net,Data Analytics,Data Analyst,29,30000,High,2.8,Low,FALSE,"['Software Engineering Principles', 'Critical Thinking', 'Communication', 'Computer Vision', 'Programming', 'Cloud Computing', 'IoT Integration', 'Ethical Considerations', 'Creativity', 'Machine Learning Algorithms', 'AI Ethics and Governance', 'Leadership', 'Big Data Technologies', 'AI Frameworks and Libraries', 'Market Analysis', 'ETL Processes', 'Presentation Skills', 'Edge Computing', 'Data Engineering', 'Data Preprocessing', 'Project Management', 'Model Training and Evaluation', 'Programming Languages', 'Attention to Detail', 'Business Acumen', 'Natural Language Processing (NLP)', 'Robotics', 'DevOps', 'Collaboration']"
190758590,Ashley,Scott,Ashley.Scott000@mymdc.net,Applied Artificial Intelligence,Computer Vision Engineer,9,30000,High,2.46,Very Low,FALSE,"['Market Analysis', 'Leadership', 'Data Analysis', 'Data Visualization', 'Machine Learning Algorithms', 'Data Engineering', 'DevOps', 'Software Engineering Principles', 'Problem-Solving']"
396338018,Tonya,Keller,Tonya.Keller000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,22,30000,High,3.44,Medium,FALSE,"['Problem-Solving', 'Data-Driven Decision Making', 'Attention to Detail', 'Cloud Computing', 'Software Engineering Principles', 'Data Visualization', 'Adaptability', 'Critical Thinking', 'Data Preprocessing', 'Robotics', 'Programming Languages', 'Big Data Technologies', 'Data Analysis', 'Model Training and Evaluation', 'Natural Language Processing (NLP)', 'Creativity', 'IoT Integration', 'Algorithm Development', 'Programming', 'Data Engineering', 'Communication', 'Edge Computing']"
454882007,Zachary,Galloway,Zachary.Galloway000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,30,30000,High,3.5,Medium,FALSE,"['Robotics', 'Project Management', 'AI Frameworks and Libraries', 'Curiosity', 'Natural Language Processing (NLP)', 'Data-Driven Decision Making', 'Market Analysis', 'Computer Vision', 'IoT Integration', 'Communication', 'Programming Languages', 'Programming', 'Attention to Detail', 'API Development', 'Data Analysis', 'AI Ethics and Governance', 'Presentation Skills', 'Data Preprocessing', 'Problem-Solving', 'Collaboration', 'Software Engineering Principles', 'Leadership', 'Model Training and Evaluation', 'Database Management', 'Big Data Technologies', 'DevOps', 'Edge Computing', 'Critical Thinking', 'Business Acumen', 'Data Engineering']"
737904180,Steven,Garcia,Steven.Garcia000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,9,30000,High,3.98,High,FALSE,"['Software Engineering Principles', 'Presentation Skills', 'Problem-Solving', 'API Development', 'Market Analysis', 'Creativity', 'Edge Computing', 'Leadership', 'Database Management']"
596955722,Maria,Gardner,Maria.Gardner000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,2,30000,High,3.91,High,FALSE,"['Database Management', 'Programming']"
225326638,Charles,Wright,Charles.Wright000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,18,30000,High,2.62,Low,FALSE,"['Deep Learning', 'Big Data Technologies', 'Project Management', 'AI Frameworks and Libraries', 'Critical Thinking', 'Computer Vision', 'Algorithm Development', 'Adaptability', 'Problem-Solving', 'Robotics', 'Database Management', 'Attention to Detail', 'Natural Language Processing (NLP)', 'Collaboration', 'DevOps', 'Cloud Computing', 'Edge Computing', 'Data Analysis']"
230775940,Alyssa,Jordan,Alyssa.Jordan000@mymdc.net,Applied Artificial Intelligence,Computer Vision Engineer,9,30000,High,3.06,Medium,FALSE,"['Business Acumen', 'Adaptability', 'Algorithm Development', 'Data Engineering', 'Communication', 'Machine Learning Algorithms', 'Problem-Solving', 'Cloud Computing', 'API Development']"
631799044,Catherine,Webb,Catherine.Webb000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,22,105349,High,3.05,Medium,TRUE,"['Presentation Skills', 'Computer Vision', 'Data Analysis', 'Curiosity', 'IoT Integration', 'Communication', 'AI Ethics and Governance', 'DevOps', 'Machine Learning Algorithms', 'Creativity', 'Software Engineering Principles', 'API Development', 'Adaptability', 'Critical Thinking', 'Natural Language Processing (NLP)', 'Robotics', 'Deep Learning', 'Project Management', 'Leadership', 'Programming', 'Database Management', 'Data Preprocessing']"
254804860,Pamela,Manning,Pamela.Manning000@mymdc.net,Data Analytics,Marketing Analyst,5,70645,Medium,2.73,Low,TRUE,"['Database Management', 'Attention to Detail', 'DevOps', 'Edge Computing', 'Deep Learning']"
509997575,Kaitlin,Hernandez,Kaitlin.Hernandez000@mymdc.net,Data Analytics,Operations Analyst,5,30000,High,2.94,Low,FALSE,"['API Development', 'Ethical Considerations', 'Computer Vision', 'Problem-Solving', 'Database Management']"
426889698,Howard,Richardson,Howard.Richardson000@mymdc.net,Applied Artificial Intelligence,Computer Vision Engineer,16,30000,High,2.43,Very Low,FALSE,"['Data-Driven Decision Making', 'Curiosity', 'AI Ethics and Governance', 'Problem-Solving', 'Edge Computing', 'DevOps', 'Natural Language Processing (NLP)', 'Model Training and Evaluation', 'Deep Learning', 'Critical Thinking', 'Computer Vision', 'Data Analysis', 'Big Data Technologies', 'API Development', 'Data Engineering', 'Programming Languages']"
772388647,John,Brown,John.Brown000@mymdc.net,Applied Artificial Intelligence,AI Engineer,16,30000,High,2.38,Very Low,FALSE,"['Robotics', 'Machine Learning Algorithms', 'Ethical Considerations', 'Creativity', 'IoT Integration', 'AI Ethics and Governance', 'Project Management', 'DevOps', 'Cloud Computing', 'Edge Computing', 'Software Engineering Principles', 'ETL Processes', 'Data Visualization', 'Model Training and Evaluation', 'Market Analysis', 'Critical Thinking']"
522112381,Jennifer,Todd,Jennifer.Todd000@mymdc.net,Data Analytics,Marketing Analyst,22,30000,High,2.9,Low,FALSE,"['Creativity', 'Deep Learning', 'Model Training and Evaluation', 'Algorithm Development', 'Curiosity', 'Big Data Technologies', 'Edge Computing', 'Presentation Skills', 'Database Management', 'Machine Learning Algorithms', 'Collaboration', 'Data-Driven Decision Making', 'Market Analysis', 'Data Visualization', 'DevOps', 'AI Ethics and Governance', 'Leadership', 'API Development', 'Data Engineering', 'Adaptability', 'Robotics', 'Cloud Computing']"
650719776,Ricky,Whitney,Ricky.Whitney000@mymdc.net,Applied Artificial Intelligence,Computer Vision Engineer,21,30000,High,3.29,Medium,FALSE,"['Leadership', 'API Development', 'Machine Learning Algorithms', 'AI Ethics and Governance', 'Big Data Technologies', 'Data Analysis', 'Project Management', 'Cloud Computing', 'Database Management', 'DevOps', 'Critical Thinking', 'Problem-Solving', 'Programming Languages', 'ETL Processes', 'Market Analysis', 'Programming', 'IoT Integration', 'Model Training and Evaluation', 'Communication', 'Collaboration', 'Attention to Detail']"
110421985,Geoffrey,Shaw,Geoffrey.Shaw000@mymdc.net,Data Analytics,Business Intelligence Analyst,16,30000,High,3.19,Medium,FALSE,"['Business Acumen', 'Data Visualization', 'AI Frameworks and Libraries', 'Attention to Detail', 'Creativity', 'Robotics', 'Programming', 'Natural Language Processing (NLP)', 'Edge Computing', 'Curiosity', 'Big Data Technologies', 'Collaboration', 'AI Ethics and Governance', 'Algorithm Development', 'Adaptability', 'Project Management']"
134584302,Eric,Reyes,Eric.Reyes000@mymdc.net,Applied Artificial Intelligence,Computer Vision Engineer,23,30000,High,2.61,Low,FALSE,"['AI Ethics and Governance', 'Leadership', 'Big Data Technologies', 'ETL Processes', 'IoT Integration', 'Computer Vision', 'Adaptability', 'Attention to Detail', 'Software Engineering Principles', 'Project Management', 'Data Engineering', 'Programming Languages', 'Cloud Computing', 'API Development', 'Programming', 'Deep Learning', 'Business Acumen', 'DevOps', 'Edge Computing', 'AI Frameworks and Libraries', 'Creativity', 'Problem-Solving', 'Machine Learning Algorithms']"
150769169,Teresa,Moore,Teresa.Moore000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,9,30000,High,2.96,Low,FALSE,"['Collaboration', 'Data Preprocessing', 'Programming', 'Curiosity', 'DevOps', 'Programming Languages', 'Adaptability', 'Leadership', 'Model Training and Evaluation']"
732478297,Erica,Wright,Erica.Wright000@mymdc.net,Data Analytics,Marketing Analyst,15,30000,High,2.21,Very Low,FALSE,"['Big Data Technologies', 'Data Analysis', 'Ethical Considerations', 'Model Training and Evaluation', 'Computer Vision', 'Data-Driven Decision Making', 'Machine Learning Algorithms', 'Creativity', 'Leadership', 'Data Visualization', 'IoT Integration', 'Deep Learning', 'Collaboration', 'Cloud Computing', 'Attention to Detail']"
837777335,Kelli,Hopkins,Kelli.Hopkins000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,2,30000,High,2.78,Low,FALSE,"['Algorithm Development', 'Critical Thinking']"
111531315,Denise,Cooper,Denise.Cooper001@mymdc.net,Data Analytics,Marketing Analyst,29,82549,High,2.54,Low,TRUE,"['Data-Driven Decision Making', 'DevOps', 'ETL Processes', 'Problem-Solving', 'Programming Languages', 'Data Analysis', 'Critical Thinking', 'Leadership', 'Machine Learning Algorithms', 'Presentation Skills', 'Big Data Technologies', 'Data Engineering', 'Algorithm Development', 'Project Management', 'IoT Integration', 'Business Acumen', 'AI Ethics and Governance', 'Robotics', 'Data Preprocessing', 'Attention to Detail', 'Database Management', 'Communication', 'Cloud Computing', 'API Development', 'Adaptability', 'Data Visualization', 'Natural Language Processing (NLP)', 'Deep Learning', 'Model Training and Evaluation']"
890587065,Kristen,Moore,Kristen.Moore000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,37,30000,High,3.71,High,FALSE,"['Project Management', 'Robotics', 'Data Preprocessing', 'Data Analysis', 'Data Visualization', 'Database Management', 'Model Training and Evaluation', 'Software Engineering Principles', 'ETL Processes', 'Programming Languages', 'Programming', 'Edge Computing', 'Ethical Considerations', 'Leadership', 'Adaptability', 'Attention to Detail', 'Big Data Technologies', 'Collaboration', 'Presentation Skills', 'Data Engineering', 'Cloud Computing', 'Communication', 'AI Frameworks and Libraries', 'Machine Learning Algorithms', 'Data-Driven Decision Making', 'Curiosity', 'API Development', 'Deep Learning', 'IoT Integration', 'AI Ethics and Governance', 'DevOps', 'Critical Thinking', 'Natural Language Processing (NLP)', 'Algorithm Development', 'Computer Vision', 'Creativity', 'Business Acumen']"
878205283,Jennifer,Jacobson,Jennifer.Jacobson000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,7,81106,High,2.86,Low,TRUE,"['Machine Learning Algorithms', 'AI Ethics and Governance', 'ETL Processes', 'Programming Languages', 'Algorithm Development', 'Business Acumen', 'Curiosity']"
626164873,Jason,Brown,Jason.Brown000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,2,30000,High,2.31,Very Low,FALSE,"['Programming Languages', 'Database Management']"
319753064,Calvin,Kramer,Calvin.Kramer000@mymdc.net,Data Analytics,Data Scientist,6,30000,High,2.24,Very Low,FALSE,"['Problem-Solving', 'Project Management', 'Database Management', 'Leadership', 'Programming Languages', 'Deep Learning']"
246404198,Julie,Williams,Julie.Williams000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,5,30000,High,3.73,High,FALSE,"['Curiosity', 'AI Frameworks and Libraries', 'Programming', 'Project Management', 'IoT Integration']"
561627982,Kathleen,Harris,Kathleen.Harris000@mymdc.net,Data Analytics,Data Analyst,17,30000,High,2.19,Very Low,FALSE,"['Business Acumen', 'Curiosity', 'Programming', 'Robotics', 'Creativity', 'IoT Integration', 'Deep Learning', 'ETL Processes', 'Software Engineering Principles', 'Data-Driven Decision Making', 'Big Data Technologies', 'Market Analysis', 'Data Engineering', 'Data Analysis', 'Critical Thinking', 'DevOps', 'Problem-Solving']"
603288063,Tara,Lawrence,Tara.Lawrence000@mymdc.net,Data Analytics,Business Intelligence Analyst,38,30000,High,2.05,Very Low,FALSE,"['Critical Thinking', 'Attention to Detail', 'Data Engineering', 'Database Management', 'Presentation Skills', 'Market Analysis', 'Edge Computing', 'Robotics', 'ETL Processes', 'Data Visualization', 'IoT Integration', 'Natural Language Processing (NLP)', 'Data Preprocessing', 'Cloud Computing', 'DevOps', 'Programming Languages', 'Project Management', 'AI Frameworks and Libraries', 'Adaptability', 'AI Ethics and Governance', 'Machine Learning Algorithms', 'Communication', 'Computer Vision', 'API Development', 'Model Training and Evaluation', 'Business Acumen', 'Leadership', 'Big Data Technologies', 'Deep Learning', 'Ethical Considerations', 'Problem-Solving', 'Programming', 'Data Analysis', 'Collaboration', 'Creativity', 'Data-Driven Decision Making', 'Algorithm Development', 'Curiosity']"
700224880,Sandra,Hendrix,Sandra.Hendrix000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,34,30000,High,2.24,Very Low,FALSE,"['Robotics', 'IoT Integration', 'Creativity', 'Adaptability', 'Collaboration', 'Market Analysis', 'Communication', 'Leadership', 'Edge Computing', 'Ethical Considerations', 'Data Analysis', 'Problem-Solving', 'Attention to Detail', 'Software Engineering Principles', 'Computer Vision', 'Programming Languages', 'Data Visualization', 'Cloud Computing', 'AI Frameworks and Libraries', 'Curiosity', 'Machine Learning Algorithms', 'ETL Processes', 'DevOps', 'Big Data Technologies', 'API Development', 'Programming', 'Presentation Skills', 'Project Management', 'Deep Learning', 'AI Ethics and Governance', 'Natural Language Processing (NLP)', 'Database Management', 'Business Acumen', 'Data Preprocessing']"
289156641,John,Carr,John.Carr000@mymdc.net,Applied Artificial Intelligence,AI Engineer,35,30000,High,3.77,High,FALSE,"['Software Engineering Principles', 'Programming', 'Market Analysis', 'Ethical Considerations', 'Project Management', 'Presentation Skills', 'Data-Driven Decision Making', 'Big Data Technologies', 'Algorithm Development', 'ETL Processes', 'Programming Languages', 'Data Analysis', 'Creativity', 'Communication', 'Collaboration', 'Problem-Solving', 'API Development', 'Edge Computing', 'Attention to Detail', 'Critical Thinking', 'Natural Language Processing (NLP)', 'Business Acumen', 'IoT Integration', 'Curiosity', 'Computer Vision', 'Database Management', 'DevOps', 'Data Engineering', 'Deep Learning', 'Cloud Computing', 'AI Frameworks and Libraries', 'Leadership', 'Robotics', 'Adaptability', 'AI Ethics and Governance']"
847519490,Bryan,Meyers,Bryan.Meyers000@mymdc.net,Applied Artificial Intelligence,Machine Learning Engineer,10,30000,High,3.24,Medium,FALSE,"['Model Training and Evaluation', 'Presentation Skills', 'Critical Thinking', 'Attention to Detail', 'Communication', 'ETL Processes', 'API Development', 'DevOps', 'AI Ethics and Governance', 'Data Visualization']"
348333866,Jason,Lang,Jason.Lang000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,31,30000,High,2.14,Very Low,FALSE,"['Collaboration', 'Database Management', 'Software Engineering Principles', 'Programming Languages', 'Data Analysis', 'API Development', 'Programming', 'Leadership', 'Problem-Solving', 'Robotics', 'Data Engineering', 'Data Preprocessing', 'Data Visualization', 'Cloud Computing', 'DevOps', 'Edge Computing', 'Deep Learning', 'Business Acumen', 'IoT Integration', 'Curiosity', 'Adaptability', 'Algorithm Development', 'Critical Thinking', 'Natural Language Processing (NLP)', 'Machine Learning Algorithms', 'Attention to Detail', 'Data-Driven Decision Making', 'AI Ethics and Governance', 'Presentation Skills', 'Big Data Technologies', 'ETL Processes']"
303864052,Lisa,Johnson,Lisa.Johnson000@mymdc.net,Applied Artificial Intelligence,Machine Learning Engineer,32,84688,High,2.2,Very Low,TRUE,"['AI Ethics and Governance', 'Cloud Computing', 'Project Management', 'Programming Languages', 'Adaptability', 'Database Management', 'Natural Language Processing (NLP)', 'Robotics', 'ETL Processes', 'Communication', 'Business Acumen', 'AI Frameworks and Libraries', 'Software Engineering Principles', 'Data Preprocessing', 'Market Analysis', 'Curiosity', 'Data-Driven Decision Making', 'IoT Integration', 'Attention to Detail', 'Problem-Solving', 'Ethical Considerations', 'Leadership', 'Computer Vision', 'Model Training and Evaluation', 'Big Data Technologies', 'Algorithm Development', 'Presentation Skills', 'Critical Thinking', 'Collaboration', 'Machine Learning Algorithms', 'DevOps', 'Data Analysis']"
754183285,Gregory,Wallace,Gregory.Wallace000@mymdc.net,Data Analytics,Data Scientist,10,30000,High,2.39,Very Low,FALSE,"['Curiosity', 'Programming', 'Natural Language Processing (NLP)', 'DevOps', 'Database Management', 'Market Analysis', 'Data Engineering', 'Edge Computing', 'Attention to Detail', 'Data Visualization']"
589935685,Charles,Matthews,Charles.Matthews000@mymdc.net,Applied Artificial Intelligence,AI Engineer,13,30000,High,2.65,Low,FALSE,"['Computer Vision', 'Project Management', 'Robotics', 'Algorithm Development', 'Programming', 'AI Frameworks and Libraries', 'Business Acumen', 'Model Training and Evaluation', 'Cloud Computing', 'Critical Thinking', 'Collaboration', 'Deep Learning', 'Creativity']"
484189048,Jennifer,Lopez,Jennifer.Lopez000@mymdc.net,Data Analytics,Data Analyst,36,78822,Medium,2.84,Low,TRUE,"['Business Acumen', 'Market Analysis', 'AI Frameworks and Libraries', 'DevOps', 'Data Analysis', 'Deep Learning', 'Creativity', 'Model Training and Evaluation', 'Attention to Detail', 'IoT Integration', 'Collaboration', 'Database Management', 'Critical Thinking', 'Data Preprocessing', 'ETL Processes', 'Data-Driven Decision Making', 'Leadership', 'API Development', 'Software Engineering Principles', 'Data Visualization', 'Adaptability', 'Project Management', 'Programming Languages', 'AI Ethics and Governance', 'Machine Learning Algorithms', 'Problem-Solving', 'Edge Computing', 'Cloud Computing', 'Curiosity', 'Presentation Skills', 'Communication', 'Algorithm Development', 'Big Data Technologies', 'Computer Vision', 'Natural Language Processing (NLP)', 'Data Engineering']"
653301646,James,Freeman,James.Freeman000@mymdc.net,Data Analytics,Data Analyst,32,30000,High,3.13,Medium,FALSE,"['Critical Thinking', 'Data Preprocessing', 'Presentation Skills', 'Market Analysis', 'Collaboration', 'Big Data Technologies', 'Programming', 'Deep Learning', 'Ethical Considerations', 'Data Engineering', 'AI Frameworks and Libraries', 'Data-Driven Decision Making', 'IoT Integration', 'Computer Vision', 'DevOps', 'Natural Language Processing (NLP)', 'Model Training and Evaluation', 'Edge Computing', 'Machine Learning Algorithms', 'Data Analysis', 'Programming Languages', 'Attention to Detail', 'Business Acumen', 'Curiosity', 'Software Engineering Principles', 'Creativity', 'AI Ethics and Governance', 'Database Management', 'Communication', 'API Development', 'Adaptability', 'Leadership']"
161793532,Joshua,Adams,Joshua.Adams000@mymdc.net,Applied Artificial Intelligence,Machine Learning Engineer,11,30000,High,2.86,Low,FALSE,"['Data-Driven Decision Making', 'Robotics', 'Deep Learning', 'Critical Thinking', 'AI Frameworks and Libraries', 'Software Engineering Principles', 'Presentation Skills', 'Market Analysis', 'AI Ethics and Governance', 'Data Engineering', 'Data Visualization']"
656924733,Mary,Morgan,Mary.Morgan000@mymdc.net,Applied Artificial Intelligence,Machine Learning Engineer,14,30000,High,2.47,Very Low,FALSE,"['Data Analysis', 'API Development', 'Edge Computing', 'ETL Processes', 'Critical Thinking', 'Data Engineering', 'Project Management', 'Data Visualization', 'IoT Integration', 'Data Preprocessing', 'AI Frameworks and Libraries', 'Model Training and Evaluation', 'Problem-Solving', 'Attention to Detail']"
954356090,Matthew,Dean,Matthew.Dean000@mymdc.net,Data Analytics,Marketing Analyst,30,71106,Medium,3.47,Medium,TRUE,"['DevOps', 'Data Engineering', 'Model Training and Evaluation', 'Programming', 'Project Management', 'Machine Learning Algorithms', 'Deep Learning', 'Computer Vision', 'ETL Processes', 'Market Analysis', 'Collaboration', 'Creativity', 'Edge Computing', 'IoT Integration', 'Robotics', 'Presentation Skills', 'Data Analysis', 'Algorithm Development', 'API Development', 'Natural Language Processing (NLP)', 'Adaptability', 'Critical Thinking', 'Ethical Considerations', 'Big Data Technologies', 'Cloud Computing', 'Curiosity', 'AI Ethics and Governance', 'Business Acumen', 'Data Preprocessing', 'Data-Driven Decision Making']"
937132223,Dakota,Massey,Dakota.Massey000@mymdc.net,Applied Artificial Intelligence,AI Engineer,8,30000,High,3.03,Medium,FALSE,"['Data Preprocessing', 'Data Engineering', 'Communication', 'Collaboration', 'Attention to Detail', 'Algorithm Development', 'Robotics', 'AI Frameworks and Libraries']"
724178879,Joe,Larson,Joe.Larson000@mymdc.net,Applied Artificial Intelligence,Machine Learning Engineer,23,95284,High,3.72,High,TRUE,"['Robotics', 'Data Analysis', 'Database Management', 'Project Management', 'Model Training and Evaluation', 'Algorithm Development', 'API Development', 'DevOps', 'Collaboration', 'Curiosity', 'Problem-Solving', 'AI Frameworks and Libraries', 'Communication', 'Critical Thinking', 'Data-Driven Decision Making', 'ETL Processes', 'Leadership', 'Programming', 'Programming Languages', 'Creativity', 'Big Data Technologies', 'Natural Language Processing (NLP)', 'Computer Vision']"
456996167,Nancy,Cummings,Nancy.Cummings000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,34,30000,High,3.15,Medium,FALSE,"['Data Engineering', 'Data Visualization', 'Creativity', 'Project Management', 'Ethical Considerations', 'Model Training and Evaluation', 'API Development', 'Adaptability', 'Natural Language Processing (NLP)', 'DevOps', 'Algorithm Development', 'Collaboration', 'IoT Integration', 'Communication', 'Deep Learning', 'Leadership', 'Critical Thinking', 'Attention to Detail', 'Machine Learning Algorithms', 'Robotics', 'Problem-Solving', 'Computer Vision', 'Business Acumen', 'Programming', 'Data Analysis', 'Big Data Technologies', 'Software Engineering Principles', 'Curiosity', 'ETL Processes', 'Programming Languages', 'Presentation Skills', 'Cloud Computing', 'Edge Computing', 'AI Ethics and Governance']"
456895180,Todd,Johnson,Todd.Johnson000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,27,30000,High,3.61,High,FALSE,"['Cloud Computing', 'AI Ethics and Governance', 'Big Data Technologies', 'Programming', 'Ethical Considerations', 'Presentation Skills', 'Data Engineering', 'Business Acumen', 'Algorithm Development', 'Database Management', 'Robotics', 'Model Training and Evaluation', 'Data Visualization', 'Natural Language Processing (NLP)', 'Market Analysis', 'Problem-Solving', 'Creativity', 'Data Preprocessing', 'ETL Processes', 'Data Analysis', 'DevOps', 'Critical Thinking', 'Adaptability', 'Deep Learning', 'Data-Driven Decision Making', 'Machine Learning Algorithms', 'Edge Computing']"
653192876,Cynthia,Wagner,Cynthia.Wagner000@mymdc.net,Applied Artificial Intelligence,Machine Learning Engineer,11,30000,High,3.97,High,FALSE,"['Programming', 'Data Visualization', 'Database Management', 'Algorithm Development', 'Collaboration', 'Ethical Considerations', 'IoT Integration', 'Model Training and Evaluation', 'Robotics', 'Attention to Detail', 'Cloud Computing']"
349587116,Joanna,Ellis,Joanna.Ellis000@mymdc.net,Data Analytics,Data Analyst,30,30000,High,2.65,Low,FALSE,"['Database Management', 'Programming Languages', 'API Development', 'Big Data Technologies', 'Software Engineering Principles', 'Cloud Computing', 'Leadership', 'Data-Driven Decision Making', 'Data Analysis', 'Data Preprocessing', 'Business Acumen', 'Edge Computing', 'Model Training and Evaluation', 'AI Frameworks and Libraries', 'Ethical Considerations', 'Data Engineering', 'Computer Vision', 'Communication', 'Programming', 'Collaboration', 'Adaptability', 'ETL Processes', 'Algorithm Development', 'Curiosity', 'DevOps', 'Critical Thinking', 'Attention to Detail', 'Deep Learning', 'Machine Learning Algorithms', 'Project Management']"
